number	sample	contig	 Reads 	 length 	ref	coding	family
1526	33867	contig_6493	 3 	" 21,922 "	Zeta_15_1	11	Zeta
1556	33973	contig_8031	 3 	" 11,383 "	Birpovirus	TAG	Suoliviridae
1642	33996	contig_10753	 3 	" 16,928 "	Suoliviridae	TAG	Suoliviridae
1663	34044	contig_8225	 3 	" 178,222 "	Zeta_3_1	11	Zeta
1691	33961	contig_12034	 3 	" 21,580 "	Zeta_4_1	11	Zeta
1745	33888	contig_9107	 3 	" 49,452 "	Jahgtovirus	11	Intestiviridae
1761	34028	contig_242515	 3 	" 14,110 "		11	
1792	34000	contig_18456	 3 	" 44,008 "	Birpovirus	11	Suoliviridae
1794	34009	contig_18456	 3 	" 44,008 "	Birpovirus	11	Suoliviridae
1800	33942	contig_21240	 3 	" 14,036 "	Kahnovirus	11	Steigviridae
1831	33884	contig_239525	 3 	" 28,967 "	Zeta_8_1	11	Zeta
1832	33887	contig_239525	 3 	" 28,967 "	Zeta_8_1	11	Zeta
1839	34011	contig_239525	 3 	" 28,967 "	Zeta_8_1	11	Zeta
1847	33882	contig_241147	 3 	" 92,029 "	Drivevirus	11	Intestiviridae
1861	33893	contig_7377	 3 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1863	33898	contig_7377	 3 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1921	33929	contig_15614	 3 	" 42,530 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1982	33981	contig_11105	 3 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
2056	33908	contig_240855	 3 	" 21,963 "	Zeta	TAG	Zeta
2063	33916	contig_6257	 3 	" 100,509 "	Zeta_1	TAG	Zeta
2065	33922	contig_6257	 3 	" 100,509 "	Zeta_1	TAG	Zeta
2094	33940	contig_6002	 3 	" 36,623 "	Zeta	TAG	Zeta
2100	33932	contig_15524	 3 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2131	33939	contig_241129	 3 	" 32,233 "	Steigviridae	11	Steigviridae
2	33898	contig_10982	 2 	" 14,547 "	Kehishuvirus	11	Steigviridae
11	33859	contig_11000	 2 	" 18,137 "	Culoivirus faecalis	11	Suoliviridae
17	33872	contig_11000	 2 	" 18,137 "	Culoivirus faecalis	11	Suoliviridae
20	34027	contig_11000	 2 	" 18,137 "	Culoivirus faecalis	11	Suoliviridae
22	33860	contig_11002	 2 	" 106,707 "	Culoivirus	11	Suoliviridae
23	33861	contig_11002	 2 	" 106,707 "	Culoivirus	11	Suoliviridae
28	33871	contig_11002	 2 	" 106,707 "	Culoivirus	11	Suoliviridae
33	33895	contig_11002	 2 	" 106,707 "	Culoivirus	11	Suoliviridae
35	33979	contig_11002	 2 	" 106,707 "	Culoivirus	11	Suoliviridae
37	34024	contig_11002	 2 	" 106,707 "	Culoivirus	11	Suoliviridae
39	33877	contig_11067	 2 	" 24,409 "	Canhaevirus faecalis	11	Suoliviridae
40	34013	contig_11067	 2 	" 24,409 "	Canhaevirus faecalis	11	Suoliviridae
48	33863	contig_12149	 2 	" 59,357 "	Asinivirinae	11	Steigviridae
49	33865	contig_12149	 2 	" 59,357 "	Asinivirinae	11	Steigviridae
53	33896	contig_12149	 2 	" 59,357 "	Asinivirinae	11	Steigviridae
54	33898	contig_12149	 2 	" 59,357 "	Asinivirinae	11	Steigviridae
64	33976	contig_12149	 2 	" 59,357 "	Asinivirinae	11	Steigviridae
69	33989	contig_12149	 2 	" 59,357 "	Asinivirinae	11	Steigviridae
72	34031	contig_12149	 2 	" 59,357 "	Asinivirinae	11	Steigviridae
77	33859	contig_12421	 2 	" 21,658 "	Kehishuvirus	11	Steigviridae
79	33862	contig_12421	 2 	" 21,658 "	Kehishuvirus	11	Steigviridae
80	33863	contig_12421	 2 	" 21,658 "	Kehishuvirus	11	Steigviridae
93	33862	contig_13525	 2 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
94	33865	contig_13525	 2 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
95	33866	contig_13525	 2 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
109	33951	contig_13525	 2 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
110	33957	contig_13525	 2 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
120	33989	contig_13525	 2 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
123	33995	contig_13525	 2 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
124	33996	contig_13525	 2 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
132	34042	contig_13525	 2 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
136	33856	contig_13662	 2 	" 22,603 "	Asinivirinae	11	Steigviridae
141	33863	contig_13662	 2 	" 22,603 "	Asinivirinae	11	Steigviridae
142	33865	contig_13662	 2 	" 22,603 "	Asinivirinae	11	Steigviridae
143	33891	contig_13662	 2 	" 22,603 "	Asinivirinae	11	Steigviridae
145	33901	contig_13662	 2 	" 22,603 "	Asinivirinae	11	Steigviridae
151	33949	contig_13662	 2 	" 22,603 "	Asinivirinae	11	Steigviridae
152	33950	contig_13662	 2 	" 22,603 "	Asinivirinae	11	Steigviridae
156	33989	contig_13662	 2 	" 22,603 "	Asinivirinae	11	Steigviridae
163	33859	contig_18154	 2 	" 20,165 "	Kingevirus communis	11	Crevaviridae
164	33860	contig_18154	 2 	" 20,165 "	Kingevirus communis	11	Crevaviridae
166	33862	contig_18154	 2 	" 20,165 "	Kingevirus communis	11	Crevaviridae
167	33866	contig_18154	 2 	" 20,165 "	Kingevirus communis	11	Crevaviridae
171	33888	contig_18154	 2 	" 20,165 "	Kingevirus communis	11	Crevaviridae
178	33929	contig_18154	 2 	" 20,165 "	Kingevirus communis	11	Crevaviridae
199	34020	contig_18154	 2 	" 20,165 "	Kingevirus communis	11	Crevaviridae
200	34022	contig_18154	 2 	" 20,165 "	Kingevirus communis	11	Crevaviridae
215	33877	contig_1857	 2 	" 141,010 "	Epsilon_1	11	Epsilon
225	33893	contig_1857	 2 	" 141,010 "	Epsilon_1	11	Epsilon
249	33953	contig_1857	 2 	" 141,010 "	Epsilon_1	11	Epsilon
250	33954	contig_1857	 2 	" 141,010 "	Epsilon_1	11	Epsilon
284	34019	contig_1857	 2 	" 141,010 "	Epsilon_1	11	Epsilon
290	34038	contig_1857	 2 	" 141,010 "	Epsilon_1	11	Epsilon
293	33855	contig_2345	 2 	" 17,956 "	Epsilon_1_1	11	Epsilon
302	33877	contig_2345	 2 	" 17,956 "	Epsilon_1_1	11	Epsilon
306	33890	contig_2345	 2 	" 17,956 "	Epsilon_1_1	11	Epsilon
309	33898	contig_2345	 2 	" 17,956 "	Epsilon_1_1	11	Epsilon
311	33916	contig_2345	 2 	" 17,956 "	Epsilon_1_1	11	Epsilon
340	33988	contig_2345	 2 	" 17,956 "	Epsilon_1_1	11	Epsilon
355	34018	contig_2345	 2 	" 17,956 "	Epsilon_1_1	11	Epsilon
356	34020	contig_2345	 2 	" 17,956 "	Epsilon_1_1	11	Epsilon
372	33866	contig_239060	 2 	" 10,591 "	Carjivirus communis	11	Intestiviridae
400	33936	contig_239060	 2 	" 10,591 "	Carjivirus communis	11	Intestiviridae
409	33951	contig_239060	 2 	" 10,591 "	Carjivirus communis	11	Intestiviridae
417	33984	contig_239060	 2 	" 10,591 "	Carjivirus communis	11	Intestiviridae
427	34008	contig_239060	 2 	" 10,591 "	Carjivirus communis	11	Intestiviridae
429	34012	contig_239060	 2 	" 10,591 "	Carjivirus communis	11	Intestiviridae
430	34018	contig_239060	 2 	" 10,591 "	Carjivirus communis	11	Intestiviridae
431	34027	contig_239060	 2 	" 10,591 "	Carjivirus communis	11	Intestiviridae
437	34040	contig_239060	 2 	" 10,591 "	Carjivirus communis	11	Intestiviridae
441	34044	contig_239060	 2 	" 10,591 "	Carjivirus communis	11	Intestiviridae
442	33855	contig_239492	 2 	" 16,923 "	Kahnovirus	11	Steigviridae
443	33893	contig_239492	 2 	" 16,923 "	Kahnovirus	11	Steigviridae
445	33855	contig_240585	 2 	" 10,264 "	Dabirmavirus	11	Intestiviridae
446	33856	contig_240585	 2 	" 10,264 "	Dabirmavirus	11	Intestiviridae
447	33859	contig_240585	 2 	" 10,264 "	Dabirmavirus	11	Intestiviridae
449	33861	contig_240585	 2 	" 10,264 "	Dabirmavirus	11	Intestiviridae
455	33898	contig_240585	 2 	" 10,264 "	Dabirmavirus	11	Intestiviridae
456	33902	contig_240585	 2 	" 10,264 "	Dabirmavirus	11	Intestiviridae
462	33951	contig_240585	 2 	" 10,264 "	Dabirmavirus	11	Intestiviridae
482	33995	contig_240585	 2 	" 10,264 "	Dabirmavirus	11	Intestiviridae
485	34000	contig_240585	 2 	" 10,264 "	Dabirmavirus	11	Intestiviridae
486	34006	contig_240585	 2 	" 10,264 "	Dabirmavirus	11	Intestiviridae
520	33880	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
521	33881	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
524	33897	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
525	33901	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
527	33910	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
528	33915	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
529	33916	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
530	33917	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
536	33941	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
552	34022	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
558	34042	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
560	34044	contig_3100	 2 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
563	33859	contig_3213	 2 	" 37,472 "	Epsilon_1	11	Epsilon
565	33865	contig_3213	 2 	" 37,472 "	Epsilon_1	11	Epsilon
567	33871	contig_3213	 2 	" 37,472 "	Epsilon_1	11	Epsilon
573	33890	contig_3213	 2 	" 37,472 "	Epsilon_1	11	Epsilon
578	33917	contig_3213	 2 	" 37,472 "	Epsilon_1	11	Epsilon
590	33954	contig_3213	 2 	" 37,472 "	Epsilon_1	11	Epsilon
594	33959	contig_3213	 2 	" 37,472 "	Epsilon_1	11	Epsilon
605	33980	contig_3213	 2 	" 37,472 "	Epsilon_1	11	Epsilon
607	33982	contig_3213	 2 	" 37,472 "	Epsilon_1	11	Epsilon
608	33983	contig_3213	 2 	" 37,472 "	Epsilon_1	11	Epsilon
630	33856	contig_3411	 2 	" 77,979 "	Epsilon_1_4	11	Epsilon
635	33862	contig_3411	 2 	" 77,979 "	Epsilon_1_4	11	Epsilon
636	33865	contig_3411	 2 	" 77,979 "	Epsilon_1_4	11	Epsilon
648	33893	contig_3411	 2 	" 77,979 "	Epsilon_1_4	11	Epsilon
667	33951	contig_3411	 2 	" 77,979 "	Epsilon_1_4	11	Epsilon
710	34028	contig_3411	 2 	" 77,979 "	Epsilon_1_4	11	Epsilon
713	34031	contig_3411	 2 	" 77,979 "	Epsilon_1_4	11	Epsilon
715	34037	contig_3411	 2 	" 77,979 "	Epsilon_1_4	11	Epsilon
729	34020	contig_5148	 2 	" 72,032 "	Kehishuvirus	11	Steigviridae
741	33870	contig_5617	 2 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
743	33890	contig_5617	 2 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
745	33896	contig_5617	 2 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
762	34009	contig_5617	 2 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
795	33891	contig_5621	 2 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
797	33896	contig_5621	 2 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
802	33925	contig_5621	 2 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
811	33942	contig_5621	 2 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
817	33969	contig_5621	 2 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
832	34012	contig_5621	 2 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
844	33855	contig_5776	 2 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
845	33856	contig_5776	 2 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
874	33924	contig_5776	 2 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
897	33982	contig_5776	 2 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
899	33984	contig_5776	 2 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
917	34043	contig_5776	 2 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
919	33856	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
925	33866	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
926	33867	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
927	33879	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
931	33888	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
932	33890	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
942	33937	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
949	33949	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
956	33980	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
958	33983	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
959	33988	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
966	34018	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
972	34041	contig_7024	 2 	" 36,085 "	Kingevirus communis	11	Crevaviridae
974	33856	contig_7034	 2 	" 16,937 "	Kingevirus communis	11	Crevaviridae
976	33859	contig_7034	 2 	" 16,937 "	Kingevirus communis	11	Crevaviridae
979	33870	contig_7034	 2 	" 16,937 "	Kingevirus communis	11	Crevaviridae
989	33941	contig_7034	 2 	" 16,937 "	Kingevirus communis	11	Crevaviridae
993	33949	contig_7034	 2 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1002	33988	contig_7034	 2 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1006	34012	contig_7034	 2 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1008	34031	contig_7034	 2 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1014	33856	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1016	33859	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1020	33866	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1021	33882	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1025	33891	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1029	33901	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1031	33911	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1045	33960	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1049	33980	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1051	33988	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1059	34022	contig_7054	 2 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1073	33865	contig_7091	 2 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1075	33870	contig_7091	 2 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1076	33872	contig_7091	 2 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1086	33897	contig_7091	 2 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1090	33914	contig_7091	 2 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1093	33926	contig_7091	 2 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1112	33973	contig_7091	 2 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1122	33996	contig_7091	 2 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1133	34031	contig_7091	 2 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1139	34044	contig_7091	 2 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1150	33867	contig_7648	 2 	" 47,634 "	Fohxhuevirus	11	Intestiviridae
1151	33870	contig_7648	 2 	" 47,634 "	Fohxhuevirus	11	Intestiviridae
1155	33895	contig_8054	 2 	" 71,426 "	Kahnovirus	11	Steigviridae
1160	33947	contig_8054	 2 	" 71,426 "	Kahnovirus	11	Steigviridae
1163	33997	contig_8054	 2 	" 71,426 "	Kahnovirus	11	Steigviridae
1164	34043	contig_8054	 2 	" 71,426 "	Kahnovirus	11	Steigviridae
1168	33988	contig_9031	 2 	" 13,531 "		11	
1180	33870	contig_10809	 2 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1182	33929	contig_10809	 2 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1183	33936	contig_10809	 2 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1184	33959	contig_10809	 2 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1187	33997	contig_10809	 2 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1200	34031	contig_10809	 2 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1203	33856	contig_10841	 2 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1206	33860	contig_10841	 2 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1215	34000	contig_10841	 2 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1218	34007	contig_10841	 2 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1222	34012	contig_10841	 2 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1223	34018	contig_10841	 2 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1224	34022	contig_10841	 2 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1225	34031	contig_10841	 2 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1235	33867	contig_1091	 2 	" 145,297 "	Epsilon_2_3	11	Epsilon
1236	33870	contig_1091	 2 	" 145,297 "	Epsilon_2_3	11	Epsilon
1241	33895	contig_1091	 2 	" 145,297 "	Epsilon_2_3	11	Epsilon
1243	33897	contig_1091	 2 	" 145,297 "	Epsilon_2_3	11	Epsilon
1262	33950	contig_1091	 2 	" 145,297 "	Epsilon_2_3	11	Epsilon
1288	34019	contig_1091	 2 	" 145,297 "	Epsilon_2_3	11	Epsilon
1312	34022	contig_10830	 2 	" 23,029 "	Birpovirus	TAG	Suoliviridae
1316	33965	contig_10844	 2 	" 14,861 "	Blohavirus americanus	TAG	Suoliviridae
1318	34000	contig_10844	 2 	" 14,861 "	Blohavirus americanus	TAG	Suoliviridae
1321	34007	contig_10844	 2 	" 14,861 "	Blohavirus americanus	TAG	Suoliviridae
1330	33872	contig_17571	 2 	" 113,452 "	Zeta_7_1	TGA	Zeta
1350	34022	contig_17571	 2 	" 113,452 "	Zeta_7_1	TGA	Zeta
1352	34029	contig_17571	 2 	" 113,452 "	Zeta_7_1	TGA	Zeta
1353	34030	contig_17571	 2 	" 113,452 "	Zeta_7_1	TGA	Zeta
1356	34038	contig_17571	 2 	" 113,452 "	Zeta_7_1	TGA	Zeta
1362	33859	contig_2405	 2 	" 18,695 "	Epsilon_1	11	Epsilon
1363	33861	contig_2405	 2 	" 18,695 "	Epsilon_1	11	Epsilon
1376	33922	contig_2405	 2 	" 18,695 "	Epsilon_1	11	Epsilon
1377	33924	contig_2405	 2 	" 18,695 "	Epsilon_1	11	Epsilon
1380	33942	contig_2405	 2 	" 18,695 "	Epsilon_1	11	Epsilon
1397	33979	contig_2405	 2 	" 18,695 "	Epsilon_1	11	Epsilon
1400	33982	contig_2405	 2 	" 18,695 "	Epsilon_1	11	Epsilon
1403	33989	contig_2405	 2 	" 18,695 "	Epsilon_1	11	Epsilon
1408	34000	contig_2405	 2 	" 18,695 "	Epsilon_1	11	Epsilon
1429	33973	contig_241592	 2 	" 97,658 "	Birpovirus	TAG	Suoliviridae
1433	34006	contig_241592	 2 	" 97,658 "	Birpovirus	TAG	Suoliviridae
1443	33954	contig_3325	 2 	" 29,397 "	Junduvirus copri	11	Crevaviridae
1453	33865	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1456	33879	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1477	33924	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1479	33931	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1482	33942	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1489	33975	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1495	33983	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1499	33991	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1500	33992	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1501	33993	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1510	34010	contig_3469	 2 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1524	33859	contig_6493	 2 	" 21,922 "	Zeta_15_1	11	Zeta
1527	33870	contig_6493	 2 	" 21,922 "	Zeta_15_1	11	Zeta
1531	33939	contig_6493	 2 	" 21,922 "	Zeta_15_1	11	Zeta
1532	33940	contig_6493	 2 	" 21,922 "	Zeta_15_1	11	Zeta
1557	33974	contig_8031	 2 	" 11,383 "	Birpovirus	TAG	Suoliviridae
1562	33988	contig_8031	 2 	" 11,383 "	Birpovirus	TAG	Suoliviridae
1565	33997	contig_8031	 2 	" 11,383 "	Birpovirus	TAG	Suoliviridae
1570	34011	contig_8031	 2 	" 11,383 "	Birpovirus	TAG	Suoliviridae
1579	33857	contig_8057	 2 	" 14,562 "	Kahnovirus copri	11	Steigviridae
1582	33859	contig_241601	 2 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1583	33860	contig_241601	 2 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1585	33890	contig_241601	 2 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1592	33963	contig_241601	 2 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1594	33970	contig_241601	 2 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1599	33981	contig_241601	 2 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1601	33995	contig_241601	 2 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1602	33997	contig_241601	 2 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1614	34039	contig_241601	 2 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1617	33859	contig_5263	 2 	" 58,511 "	Zeta_7	11	Zeta
1622	34018	contig_5263	 2 	" 58,511 "	Zeta_7	11	Zeta
1626	33955	contig_10752	 2 	" 13,004 "	Suoliviridae	TAG	Suoliviridae
1630	33963	contig_10752	 2 	" 13,004 "	Suoliviridae	TAG	Suoliviridae
1632	33997	contig_10752	 2 	" 13,004 "	Suoliviridae	TAG	Suoliviridae
1643	34000	contig_10753	 2 	" 16,928 "	Suoliviridae	TAG	Suoliviridae
1655	33911	contig_8225	 2 	" 178,222 "	Zeta_3_1	11	Zeta
1668	33890	contig_8448	 2 	" 25,091 "	Zeta_3_1	11	Zeta
1669	33901	contig_8448	 2 	" 25,091 "	Zeta_3_1	11	Zeta
1673	33942	contig_8448	 2 	" 25,091 "	Zeta_3_1	11	Zeta
1675	34007	contig_8448	 2 	" 25,091 "	Zeta_3_1	11	Zeta
1676	34042	contig_8448	 2 	" 25,091 "	Zeta_3_1	11	Zeta
1682	33890	contig_8451	 2 	" 46,522 "	Zeta_3_1	11	Zeta
1688	33926	contig_12034	 2 	" 21,580 "	Zeta_4_1	11	Zeta
1693	33984	contig_12034	 2 	" 21,580 "	Zeta_4_1	11	Zeta
1701	33955	contig_12041	 2 	" 29,559 "	Zeta_4_1	11	Zeta
1705	34036	contig_12041	 2 	" 29,559 "	Zeta_4_1	11	Zeta
1721	33984	contig_14135	 2 	" 68,829 "	Zeta_4_1	11	Zeta
1728	33955	contig_14150	 2 	" 14,876 "	Zeta_4_1	11	Zeta
1735	34036	contig_14150	 2 	" 14,876 "	Zeta_4_1	11	Zeta
1747	33932	contig_9107	 2 	" 49,452 "	Jahgtovirus	11	Intestiviridae
1748	33936	contig_9107	 2 	" 49,452 "	Jahgtovirus	11	Intestiviridae
1753	34007	contig_9107	 2 	" 49,452 "	Jahgtovirus	11	Intestiviridae
1757	33888	contig_242515	 2 	" 14,110 "		11	
1760	33974	contig_242515	 2 	" 14,110 "		11	
1765	33950	contig_10396	 2 	" 35,214 "	Mahlunavirus rarus	11	Steigviridae
1767	33957	contig_10396	 2 	" 35,214 "	Mahlunavirus rarus	11	Steigviridae
1770	33979	contig_10396	 2 	" 35,214 "	Mahlunavirus rarus	11	Steigviridae
1772	33867	contig_18456	 2 	" 44,008 "	Birpovirus	11	Suoliviridae
1780	33953	contig_18456	 2 	" 44,008 "	Birpovirus	11	Suoliviridae
1788	33979	contig_18456	 2 	" 44,008 "	Birpovirus	11	Suoliviridae
1802	33949	contig_21240	 2 	" 14,036 "	Kahnovirus	11	Steigviridae
1811	33929	contig_243430	 2 	" 13,080 "	Zeta_15_1	11	Zeta
1823	33877	contig_20815	 2 	" 11,243 "	Kolpuevirus hominis	11	Steigviridae
1826	34011	contig_20815	 2 	" 11,243 "	Kolpuevirus hominis	11	Steigviridae
1835	33913	contig_239525	 2 	" 28,967 "	Zeta_8_1	11	Zeta
1838	33936	contig_239525	 2 	" 28,967 "	Zeta_8_1	11	Zeta
1842	34020	contig_239525	 2 	" 28,967 "	Zeta_8_1	11	Zeta
1859	33887	contig_7377	 2 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1860	33890	contig_7377	 2 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1864	33901	contig_7377	 2 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1889	33979	contig_7377	 2 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1890	33982	contig_7377	 2 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1895	34001	contig_7377	 2 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1897	34044	contig_7377	 2 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1900	33890	contig_14619	 2 	" 15,200 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1920	33913	contig_15614	 2 	" 42,530 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1937	33880	contig_15993	 2 	" 90,847 "	Diorhovirus intestinalis	11	Intestiviridae
1939	33988	contig_15993	 2 	" 90,847 "	Diorhovirus intestinalis	11	Intestiviridae
1947	33960	contig_16169	 2 	" 35,220 "	Buchavirus	TAG	Suoliviridae
1950	33989	contig_16169	 2 	" 35,220 "	Buchavirus	TAG	Suoliviridae
1953	33891	contig_16647	 2 	" 21,983 "	Zeta	TAG	Zeta
1954	33895	contig_16647	 2 	" 21,983 "	Zeta	TAG	Zeta
1955	33896	contig_16647	 2 	" 21,983 "	Zeta	TAG	Zeta
1963	33941	contig_16647	 2 	" 21,983 "	Zeta	TAG	Zeta
1966	33951	contig_16647	 2 	" 21,983 "	Zeta	TAG	Zeta
1967	33893	contig_11105	 2 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
